SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500480,CUMMINS (I) ,A ,Q,1029.95,1045.00,1021.50,1027.70,1027.70,1019.65,798,14428,14896753.00,
500483,TATA COMM   ,A ,Q,439.00,443.20,430.00,436.25,436.25,434.55,1861,90799,39684414.00,
500488,ABBOTT (I)  ,B ,Q,4715.10,4750.05,4675.05,4682.10,4704.30,4682.65,318,1457,6875453.00,
500490,BAJ HOLD INV,A ,Q,1514.95,1531.00,1508.20,1519.40,1519.40,1511.55,212,2094,3185179.00,
500493,BHARAT FORGE,A ,Q,1189.00,1247.00,1184.15,1242.40,1242.40,1177.85,6718,192747,236330674.00,
500495,ESCORTS LTD.,A ,Q,150.80,154.00,147.65,151.10,151.10,149.45,5603,515543,77894315.00,
500500,HIND.MOTORS ,B ,Q,9.55,10.22,8.77,10.22,10.22,8.52,4231,2487426,24652897.00,
500510,LARSEN & TOU,A ,Q,1779.90,1791.75,1770.90,1778.50,1778.50,1774.10,5334,107169,190780739.00,
500520,MAH & MAH   ,A ,Q,1362.00,1386.45,1350.50,1383.45,1383.45,1362.85,2323,53377,73232228.00,
500530,BOSCH LTD   ,A ,Q,26100.00,26500.00,25835.25,26261.05,26150.00,25978.50,1594,2661,69828482.00,
500540,PREMIER LTD ,B ,Q,63.90,65.80,56.30,57.40,57.40,59.55,1700,131676,8210514.00,
500547,BHARAT PET. ,A ,Q,938.00,951.30,928.25,931.00,931.00,934.25,3025,81741,76707069.00,
500550,SIEMENS LTD.,A ,Q,1485.00,1507.50,1476.75,1495.55,1495.55,1476.75,3214,62424,93167708.00,
500570,TATA MOTORS ,A ,Q,379.00,388.35,375.00,376.75,376.75,380.95,13653,1520128,580681540.00,
500575,VOLTAS LTD  ,A ,Q,322.10,328.00,321.80,324.90,324.90,320.75,4958,131756,42861323.00,
500620,GREAT EASTE ,A ,Q,359.50,365.00,355.00,358.30,358.30,357.80,397,10794,3888387.00,
500630,ESSAR SHIP. ,B ,Q,106.20,106.35,104.15,105.35,105.45,105.30,84,5646,591002.00,
500645,DEEPAK FERT.,B ,Q,142.35,146.05,141.30,142.85,142.95,140.05,2253,111527,16010946.00,
500650,EXCEL INDUST,B ,Q,335.00,349.80,335.00,345.30,345.30,331.80,780,21561,7381583.00,
500655,GARWARE POLY,B ,Q,151.00,158.00,147.10,149.70,149.70,149.60,287,23493,3606592.00,
500660,GLAXOSMITH  ,A ,Q,3702.00,3825.00,3697.30,3746.10,3746.10,3682.20,1675,8805,33026837.00,
500670,GUJ.NARMADA ,B ,Q,64.40,65.75,64.00,65.15,65.15,63.90,446,29385,1914529.00,
500672,NOVARTIS    ,B ,Q,935.00,940.00,895.00,901.45,901.45,924.35,1534,79476,72233604.00,
500674,SANOFI      ,A ,Q,4140.00,4221.05,4114.95,4178.95,4178.95,4107.10,476,1673,6987467.00,
500676,GLAXOSMITHKL,A ,Q,6275.00,6358.85,6270.00,6340.95,6285.10,6206.00,255,795,5016065.00,
500680,PFIZER LTD. ,B ,Q,2300.00,2494.00,2300.00,2463.30,2463.30,2303.65,3061,26312,63563751.00,
500690,GUJ.ST.FERT ,A ,Q,72.75,74.00,72.55,72.75,72.75,72.65,831,114845,8399753.00,
500696,HIND UNI LT ,A ,Q,910.00,912.00,905.00,907.40,907.40,908.70,2183,170331,154778020.00,
500710,AKZOINDIA   ,B ,Q,1491.05,1519.00,1465.00,1475.30,1475.30,1481.55,1248,15247,22789376.00,
500730,NOCIL LTD   ,B ,Q,52.60,53.10,50.70,51.05,51.05,51.40,4441,968704,50243298.00,
500770,TATA CHEM.  ,A ,Q,494.50,503.25,481.40,483.70,483.70,491.30,6432,595266,292451296.00,
500777,T.P.L.      ,B ,Q,21.85,25.80,21.50,24.20,24.20,21.50,5276,1159172,28265918.00,
500780,ZUARIGLOB   ,B ,Q,94.60,96.25,94.50,94.50,94.50,95.00,26,437,41454.00,
500790,NESTLE (I)  ,A ,Q,6762.00,7000.00,6605.00,6831.95,6831.95,6353.35,10270,55777,378959873.00,
500800,TATAGLOBAL  ,A ,Q,144.85,144.85,141.50,142.10,142.10,143.25,1424,193449,27673580.00,
500820,ASIAN PAINTS,A ,Q,905.00,924.65,886.05,921.45,921.45,904.75,6286,177898,161563018.00,
500825,BRITANIA IND,A ,Q,3229.00,3231.90,3145.10,3154.85,3154.85,3177.40,3318,33589,107129728.00,
500830,COLGATE PALM,A ,Q,1998.60,1998.60,1976.65,1980.35,1980.35,1986.30,1264,18228,36234164.00,
500840,EIH LTD.    ,B ,Q,113.60,117.60,112.00,113.30,113.30,112.80,581,37789,4361736.00,
500850,INDIAN HOTEL,A ,Q,94.80,96.80,93.35,94.00,94.00,94.15,263,22524,2138349.00,
500870,CASTROL     ,A ,Q,496.40,501.00,494.15,495.95,495.95,494.60,1548,49547,24683123.00,
500875,ITC LTD.    ,A ,Q,329.00,332.90,326.95,331.70,331.70,329.00,4549,298170,98785441.00,
500877,APOLLO TYRES,A ,Q,219.00,223.30,209.00,210.25,210.25,216.95,5215,446768,96657216.00,
500878,CEAT LIMITED,A ,Q,1009.80,1046.00,986.10,997.60,997.60,1000.40,10579,297950,304880804.00,
500890,MODI RUBBER ,T ,Q,33.00,33.95,32.00,33.95,33.95,32.35,34,31462,1067255.00,
500940,FINOLEX IND.,A ,Q,280.00,288.40,277.00,281.45,281.45,276.10,746,23779,6728535.00,
500945,VALUE IND L ,B ,Q,13.12,13.60,13.11,13.17,13.16,13.25,48,24024,318341.00,
501061,ST.BANK BIKA,B ,Q,567.05,583.95,564.00,570.65,572.00,564.60,725,13980,7989377.00,
501148,DALAL ST INV,T ,Q,113.10,117.70,113.10,117.50,117.50,115.40,107,6609,771882.00,
501150,CENTRUM CAP ,B ,Q,13.40,13.99,13.40,13.99,13.99,13.33,3,281,3768.00,
501179,OSCAR INV.  ,B ,Q,259.90,260.00,259.90,260.00,260.00,259.60,5,200,51994.00,
501242,TCI FINANCE ,B ,Q,35.50,36.00,34.75,35.00,36.00,35.00,15,6820,243677.00,
501295,INDUS.INV.TR,B ,Q,75.65,76.85,75.45,75.50,75.70,72.00,12,1750,132590.00,
501298,INDUS.&PRUD.,B ,Q,2357.00,2595.00,2355.00,2550.50,2550.00,2560.00,56,128,324998.00,
501301,TATA INVEST.,B ,Q,583.50,614.00,579.70,593.45,593.45,579.70,879,22924,13730442.00,
501311,JAYBH.CREDIT,B ,Q,10.31,10.31,10.31,10.31,10.31,9.82,2,19,195.00,
501343,MOTOR&GEN.FI,T ,Q,42.30,44.00,42.20,42.85,44.00,42.60,6,718,30394.00,
501370,WALCHAND PF ,B ,Q,80.00,83.00,80.00,82.65,83.00,79.20,18,3390,274285.00,
501391,W.H.BRADY   ,B ,Q,166.70,166.70,155.10,166.20,166.60,158.80,47,1998,331629.00,
501421,SOLIX TECHNO,T ,Q,31.45,31.45,31.45,31.45,31.45,32.05,1,10,314.00,
501423,SHA ENG PLA ,T ,Q,409.50,409.50,390.10,398.00,400.00,400.40,116,15486,6217210.00,
501425,BOM.BURMAH  ,B ,Q,622.00,637.35,597.05,604.70,604.70,619.35,3215,125296,77931490.00,
501430,BOM.CYCLE   ,B ,Q,1995.00,1995.00,1995.00,1995.00,1995.00,2000.00,4,7,13965.00,
501455,GREAVES COTT,B ,Q,149.80,150.80,144.85,145.60,145.60,148.50,886,60478,8899442.00,
501473,MALABAR TRAD,B ,Q,8.62,8.62,8.62,8.62,8.62,8.79,5,1968,16964.00,
501700,INDIA NIVEH ,B ,Q,42.20,42.30,42.10,42.30,42.30,42.10,39,2347,99163.00,
501833,CHOWGULE ST ,T ,Q,22.50,23.20,22.10,23.10,22.30,22.60,21,2882,64777.00,
501848,GLOBAL OFFS ,B ,Q,599.65,620.95,593.05,596.10,596.10,594.60,1422,40128,24379860.00,
502015,ASSOC.STONE ,B ,Q,121.50,126.70,110.20,114.20,114.20,121.40,475,38192,4492585.00,
502090,SAGAR CEM.  ,B ,Q,450.00,453.10,441.60,443.60,447.00,445.00,54,1121,498141.00,
502137,DECAN CEMENT,B ,Q,460.00,466.00,453.50,455.00,455.00,462.10,78,4105,1874526.00,
502157,MANGALAM CEM,B ,Q,257.00,257.80,246.30,247.30,247.30,260.40,451,12912,3221691.00,
502165,OCL INDIA L ,B ,Q,535.90,541.45,530.00,533.55,532.30,524.80,78,1357,725223.00,
502168,N C L IND.  ,B ,Q,88.20,92.70,86.00,91.45,91.45,87.75,1470,171639,15569335.00,
502175,SAURAS.CEM. ,B ,Q,64.00,65.70,62.50,63.30,63.30,64.70,416,112637,7165041.00,
502180,SRI DIGV CEM,B ,Q,17.40,18.35,17.40,18.05,18.15,18.00,119,64962,1164433.00,
502219,BOROSIL GLAS,B ,Q,2050.00,2423.50,2049.00,2423.50,2423.50,2019.75,1480,15043,34334254.00,
502271,RAASI REFRAC,T ,Q,13.00,13.03,12.57,13.03,13.03,12.78,4,1830,23166.00,
502281,TRIVENI GLAS,T ,Q,15.62,15.62,15.62,15.62,15.62,14.88,9,6390,99811.00,
502330,IPAPPM      ,B ,Q,385.00,391.70,356.35,359.45,359.45,381.25,3328,150390,55518866.00,
502352,AURANG.PAPER,Z ,Q,2.00,2.00,2.00,2.00,2.00,1.92,1,21,42.00,
502355,BALKRISH IND,A ,Q,704.15,715.75,693.05,700.15,693.05,696.30,758,8150,5750705.00,
502405,MYSORE PAPER,T ,Q,5.43,5.43,5.20,5.43,5.43,5.18,57,31327,168484.00,
502407,NATH PULP   ,B ,Q,36.20,36.20,33.00,35.00,35.00,33.10,10,280,9709.00,
502420,ORIENT PAPER,B ,Q,30.80,32.30,29.65,30.25,30.25,30.40,5500,948909,29394448.00,
502445,CITADEL     ,B ,Q,33.00,34.80,33.00,34.75,34.80,33.20,7,310,10596.00,
502448,ROLLATAINER ,B ,Q,166.50,167.00,157.80,157.80,157.80,166.10,245,40108,6410148.00,
502450,SESHA.PAPER ,B ,Q,226.00,227.00,210.20,215.50,215.00,232.40,101,1549,338603.00,
502455,SIRPUR PAPER,Z ,Q,10.98,10.98,10.03,10.93,10.41,10.47,13,2760,29823.00,
502465,SPECIALITY P,B ,Q,1.31,1.33,1.27,1.32,1.33,1.28,53,463931,612203.00,
502587,RAMA PULP   ,T ,Q,7.59,7.59,7.32,7.53,7.36,7.23,33,35123,266365.00,
502742,SINTEX IND. ,A ,Q,115.90,121.70,115.90,116.75,116.75,115.35,5990,855127,101075893.00,
502761,BLUE BLEND  ,T ,Q,21.00,22.25,21.00,21.25,21.25,21.20,35,4117,88129.00,
502820,DCM LTD.    ,B ,Q,125.70,128.50,119.80,120.50,120.50,124.90,775,39663,4867627.00,
502865,FORBES & CO ,B ,Q,1690.00,1729.75,1684.00,1690.00,1690.00,1680.25,28,401,678627.00,
502873,H.P.COTTON  ,B ,Q,45.15,63.00,45.15,59.90,59.90,56.40,77,10407,628389.00,
502901,JAMSHRI RANJ,B ,Q,31.50,35.75,31.45,34.75,34.75,29.80,75,9584,332597.00,
502933,KATARE SPG. ,T ,Q,19.80,21.75,19.80,21.75,21.75,20.75,2,38,771.00,
502937,KESORAM IND ,B ,Q,101.40,104.00,97.10,98.45,98.45,101.45,2737,308664,31190097.00,
502958,LAKSHMI MILL,B ,Q,2225.00,2337.00,2225.00,2325.00,2337.00,2284.50,29,85,194413.00,
502986,VARDH TEXT  ,B ,Q,825.00,850.00,804.00,826.45,826.45,827.90,1128,10430,8661528.00,XD
502995,MALWA COTTON,T ,Q,9.48,9.48,9.20,9.48,9.48,9.03,14,10600,99285.00,
503015,MODERN INDIA,B ,Q,49.70,51.95,47.25,51.90,51.90,49.70,9,533,25514.00,
503031,PENLAND LTD ,B ,Q,25.55,25.55,24.50,25.15,25.00,25.50,478,84388,2113223.00,
503092,PASUPATI SPG,B ,Q,15.20,15.20,15.20,15.20,15.20,15.20,1,20,304.00,
503100,PHOENIX MILL,B ,Q,362.90,369.90,360.65,364.20,364.20,359.60,1126,7724,2810421.00,
503101,MARATHON NEX,B ,Q,213.90,214.00,203.00,207.20,207.20,202.30,153,6015,1256209.00,
503162,REL.CHEMOTX ,T ,Q,53.85,54.35,53.00,54.35,54.35,51.80,26,4126,222142.00,
503169,RUBY MILLS  ,B ,Q,465.00,482.00,414.30,423.90,423.90,457.10,984,23736,10392127.00,
503205,SHREERAM    ,B ,Q,77.00,78.00,76.00,76.55,78.00,77.00,17,2324,177751.00,
503229,SIMPLEX REAL,B ,Q,122.00,122.00,116.50,119.20,119.00,119.80,13,325,38480.00,
503310,SWAN ENG    ,B ,Q,62.25,62.25,60.55,60.90,60.60,61.30,1534,374561,22948480.00,
503349,VICTORIA MIL,T ,Q,1850.00,1895.00,1850.00,1890.00,1890.00,1853.25,6,24,45402.00,
503624,SVARAJ TRAD ,T ,Q,180.20,180.50,180.20,180.40,180.40,180.40,13,6200,1118160.00,
503641,ZODIAC VEN  ,T ,Q,52.00,52.30,52.00,52.30,52.30,52.00,119,13379,696860.00,
503657,VEER ENERGY ,B ,Q,4.00,4.25,4.00,4.12,4.16,4.04,230,189385,785053.00,
503659,SWIL        ,T ,Q,206.70,206.70,206.70,206.70,206.70,217.50,1,10,2067.00,
503663,TILAKFIN    ,B ,Q,8.12,8.12,7.82,8.12,8.12,7.97,57,18228,147211.00,
503669,KKFIN       ,B ,Q,12.88,12.88,11.67,11.67,11.67,12.28,4,2500,31595.00,
503685,MEDIA ONE   ,B ,Q,14.60,16.40,14.60,16.00,16.00,15.00,16,7771,122825.00,
503691,SAHARA ONE  ,B ,Q,67.70,74.70,67.70,74.70,74.70,71.25,7,668,45237.00,
503722,BANSW.SYNTEX,B ,Q,113.00,113.90,103.70,105.60,105.60,112.70,162,14559,1604604.00,
503796,DIGJAM LTD  ,B ,Q,10.18,10.44,9.90,9.99,9.99,10.10,288,98074,994822.00,
503804,SHRI DINESH ,B ,Q,116.00,122.00,116.00,119.50,119.50,116.50,107,7796,930070.00,
503806,SRF LIMITED ,A ,Q,1485.00,1495.55,1460.50,1465.55,1465.55,1465.40,2505,53012,78254488.00,
503811,SIYARAM SILK,B ,Q,1259.75,1270.00,1241.00,1255.00,1255.00,1243.50,92,2051,2582680.00,
503831,FOMENTO HOTE,B ,Q,94.15,96.00,94.15,94.30,94.30,92.95,5,152,14503.00,
503837,SHREE RAJSYN,B ,Q,13.35,13.35,13.35,13.35,13.35,12.72,27,25167,335979.00,
503881,HIND.SYNTEX ,B ,Q,15.10,15.40,14.50,14.90,14.50,14.70,7,1010,15146.00,
503960,BHARAT BIJLE,B ,Q,670.00,701.50,643.50,649.00,649.00,668.25,604,10040,6762660.00,
504000,ELPRO INTER ,B ,Q,254.10,270.00,251.10,254.10,257.00,270.00,50,2040,527966.00,
504008,EMCO LTD.   ,B ,Q,31.85,34.50,31.60,33.50,33.50,31.55,855,121022,4030426.00,
504028,GEE LTD     ,B ,Q,25.80,25.80,24.55,24.55,24.55,25.75,25,5812,145890.00,
504036,HIND.RECT   ,B ,Q,90.95,91.00,88.50,89.10,91.00,88.60,181,7328,659728.00,
504058,NIPPOBATRY  ,B ,Q,1140.00,1240.00,1080.00,1165.50,1165.50,1099.25,1153,20607,23622057.00,
504067,ZENSAR TECH.,B ,Q,979.90,1011.00,953.05,964.35,964.35,970.95,1461,18864,18669861.00,
504076,JYOTI LTD.  ,B ,Q,70.15,74.85,70.10,73.50,73.50,71.05,44,3319,241296.00,
504084,KAYCEE IND  ,B ,Q,3035.00,3035.00,3000.00,3000.00,3000.00,2895.00,3,9,27220.00,
504092,INDOKEM LTD.,B ,Q,6.91,6.91,6.84,6.84,6.84,7.20,10,3450,23723.00,
504093,PANA ENERG  ,B ,Q,429.00,450.00,401.00,409.40,409.40,424.90,1085,52145,22363541.00,
504112,NELCO LTD.  ,B ,Q,75.05,78.40,75.05,76.45,76.45,74.95,989,91975,7111378.00,
504132,PERM MAGNETS,B ,Q,11.65,11.65,11.65,11.65,11.65,12.26,3,580,6757.00,
504176,HIGH ENERGY ,B ,Q,189.00,189.00,175.50,175.60,182.50,181.40,17,535,96635.00,
504180,STD.BATTERY ,B ,Q,8.22,8.22,7.50,7.52,7.80,7.86,22,3227,24783.00,
504212,UNIV.CABLE  ,T ,Q,59.00,60.00,58.00,58.20,59.80,58.00,29,3747,220616.00,
504220,W.S.INDUSTR.,B ,Q,14.33,14.80,14.15,14.27,14.27,14.89,24,4590,66206.00,
504240,DELTON CABLE,T ,Q,28.65,28.65,28.60,28.65,28.65,27.30,10,450,12886.00,
504258,LAKSHMI ELEC,B ,Q,470.00,495.00,462.00,490.00,485.00,472.50,310,11866,5796450.00,XD
504269,KHAITAN ELEC,B ,Q,47.25,50.00,47.25,47.35,47.35,49.80,4,157,7425.00,
504286,DELTA MAG   ,B ,Q,34.35,34.60,32.30,34.35,34.35,33.00,14,3902,133333.00,
504335,RUTRON INT. ,B ,Q,2.40,2.40,2.26,2.29,2.30,2.32,12,4020,9348.00,
504336,INDTRADECO  ,B ,Q,0.35,0.36,0.35,0.36,0.36,0.35,2,115,40.00,
504340,CONFINT     ,B ,Q,2.73,2.73,2.73,2.73,2.73,2.68,8,790,2156.00,
504341,RAVINDRA TRA,T ,Q,32.40,32.40,32.40,32.40,32.40,33.05,2,201,6512.00,
504351,EMPOWER     ,B ,Q,0.30,0.34,0.29,0.34,0.34,0.31,113,1029949,339644.00,
504369,GRANDMA TRAD,B ,Q,22.75,25.90,22.75,25.50,25.50,24.40,45,108561,2747341.00,
504378,NYSSACORP   ,B ,Q,87.45,87.45,85.55,86.80,87.00,86.05,9,146,12676.00,
504382,SIMPLEX TRAD,B ,Q,62.45,62.45,62.45,62.45,62.45,63.70,1,10,624.00,
504398,SJ CORP LTD ,B ,Q,36.30,36.30,36.30,36.30,36.30,38.20,1,5,181.00,
504605,UNI ABEX    ,B ,Q,514.50,575.00,514.50,574.25,574.25,542.50,38,1716,956209.00,
504614,SARDA ENMIN ,B ,Q,135.00,142.00,129.80,131.50,131.50,128.20,4187,241556,32945896.00,
504629,ANIL SP STEL,T ,Q,2.27,2.42,2.27,2.39,2.42,2.38,15,6210,14631.00,
504646,BHAGWATI AUT,B ,Q,51.55,51.55,51.45,51.50,51.45,49.10,10,126,6489.00,
504673,UNIV.PRIME  ,T ,Q,3.46,3.63,3.46,3.52,3.63,3.46,3,301,1058.00,
504697,GALADA TELE.,T ,Q,18.00,19.80,18.00,18.50,18.50,18.90,44,19081,374026.00,
504701,GONTER PEIP ,B ,Q,8.82,8.85,8.28,8.50,8.50,8.05,50,16146,138467.00,
504741,IND.HUME PIP,B ,Q,427.90,427.90,380.00,416.10,416.10,427.40,2578,59172,24226424.00,
504786,INVEST &PREC,B ,Q,115.50,115.50,111.00,111.80,112.00,115.00,62,4443,501488.00,
504864,ORISA SP IRS,B ,Q,283.00,283.00,263.40,264.10,264.10,276.60,6,105,28191.00,
504879,ORIENT ABRAS,B ,Q,26.70,26.70,26.55,26.60,26.60,26.55,74,320119,8519455.00,
504903,RATHI ST    ,B ,Q,3.72,4.20,3.71,4.10,3.82,4.00,21,4312,17697.00,
504908,S.S.DUNCAN  ,B ,Q,87.10,87.10,87.10,87.10,87.10,87.10,1,12,1045.00,
504918,SANDUR MANG.,B ,Q,700.00,718.75,692.00,701.75,701.75,698.25,200,16395,11605323.00,
504959,STOVAC IND. ,B ,Q,1365.00,1464.00,1365.00,1454.50,1460.00,1366.00,210,2248,3233552.00,
504960,STEWARTS    ,B ,Q,27.85,27.85,27.85,27.85,27.85,26.55,1,399,11112.00,
504961,TATA YODOGAW,B ,Q,59.55,64.60,59.00,60.55,60.55,59.05,53,7762,474912.00,
504966,TINPLATE    ,B ,Q,69.90,74.60,69.85,71.45,71.45,70.00,3565,369738,26914605.00,
504973,TUBE INV.   ,A ,Q,406.55,427.90,402.15,424.20,424.20,403.65,1823,44999,18886195.00,
504988,WELCAST     ,B ,Q,500.00,504.00,491.00,495.00,495.00,486.10,10,66,32965.00,
505010,AUTO AXLES  ,B ,Q,779.00,827.00,771.50,776.25,776.25,779.00,383,4690,3725119.00,
505029,ATLAS CYCLES,B ,Q,224.90,234.00,220.10,226.00,226.00,222.50,905,32621,7442088.00,
505036,AUTO COR.GOA,B ,Q,516.50,554.00,516.50,529.50,529.00,518.50,287,8676,4678387.00,
505052,CLUTCH.AUTO ,Z ,Q,11.90,11.90,11.20,11.30,11.30,11.60,50,18249,207298.00,
505075,SETCO AUTO  ,B ,Q,259.90,265.00,252.00,257.00,257.00,255.10,246,22777,5931916.00,
505141,SCOOTERS IND,T ,Q,26.30,26.50,26.30,26.50,26.50,25.25,32,6910,182785.00,
505160,TALBROS AUTO,B ,Q,155.10,167.00,155.00,162.70,162.70,156.30,407,15440,2512070.00,
505163,ZF STEERING ,B ,Q,1990.00,2118.00,1825.00,1866.25,1866.25,1936.75,4565,79910,157089772.00,
505192,SMLISUZU    ,B ,Q,1545.00,1571.90,1427.00,1458.90,1458.90,1533.95,9901,154548,233728423.00,
505196,TIL LTD.    ,B ,Q,790.00,818.00,788.00,801.50,807.75,785.50,652,6873,5529419.00,
505200,EICHER MOTOR,A ,Q,20450.15,20709.90,20072.20,20548.00,20548.00,20158.35,2986,8430,172784222.00,
505216,ALFRED HERB ,B ,Q,398.60,399.90,388.10,392.60,398.40,399.70,24,606,237092.00,
505230,CIMMCO      ,B ,Q,89.30,90.00,88.00,88.35,88.40,89.50,82,3550,317987.00,
505232,VELJAN      ,T ,Q,680.50,710.00,678.00,680.00,680.00,713.50,136,4172,2837404.00,
505242,DYNAMAT.TECH,B ,Q,3074.00,3345.80,2910.50,3269.45,3269.45,3031.75,1218,6360,20796849.00,
505250,G.G.DANDEKAR,B ,Q,60.15,63.75,60.10,63.40,63.00,60.95,51,3047,188828.00,
505255,GMM PFAUDLER,B ,Q,275.10,289.80,271.00,280.80,285.90,272.30,286,19196,5316892.00,
505283,KIRLOSAR PN ,B ,Q,521.75,521.75,497.00,500.25,500.25,507.00,61,4748,2403690.00,
505285,TULIVE      ,T ,Q,171.00,171.00,171.00,171.00,171.00,168.40,1,1,171.00,
505299,KULK-POWER  ,T ,Q,40.10,43.25,40.10,41.00,43.00,41.95,6,142,5892.00,
505302,LAXMI AUTOLM,T ,Q,22.40,22.40,22.40,22.40,22.40,21.35,1,25,560.00,
505324,MANUGRAPH IN,B ,Q,36.85,37.30,35.80,36.05,36.05,36.55,42,3312,121647.00,XD
505343,MONOTYPE IND,T ,Q,13.00,14.30,13.00,13.40,14.30,13.65,22,66018,858574.00,
505355,NESCO LTD   ,B ,Q,1500.00,1515.00,1475.00,1482.95,1482.95,1495.40,172,1350,2019624.00,
505358,INTEGRA ENG ,B ,Q,34.00,38.90,33.85,35.95,35.95,33.55,580,122332,4467480.00,
505368,REVATHI EQU.,B ,Q,755.00,795.00,755.00,771.75,764.00,772.25,86,1662,1291196.00,
505400,TEXINFRA    ,B ,Q,35.40,36.50,35.05,35.30,35.30,35.05,270,22014,788412.00,
505412,WENDT(INDIA),B ,Q,2230.00,2400.00,2230.00,2327.50,2327.50,2233.50,262,1166,2729519.00,
505502,PSITINFRA   ,T ,Q,7.85,7.85,7.70,7.85,7.85,7.70,137,135150,1060890.00,
505506,AXONFIN     ,B ,Q,3.46,3.46,3.46,3.46,3.46,3.31,3,501,1733.00,
505509,RESPON IND  ,B ,Q,110.50,114.00,108.50,109.10,109.10,109.30,98,3682,406521.00,
505515,SHYAMKAM INV,B ,Q,3.48,3.48,3.48,3.48,3.48,3.32,1,10,34.00,
505526,DOLAT INV.  ,B ,Q,1.88,1.89,1.76,1.80,1.80,1.69,27,25847,47534.00,
505530,PRISM INFO  ,T ,Q,5.56,5.56,5.56,5.56,5.56,5.85,2,24,133.00,
505533,WESTLIFE DEV,B ,Q,310.10,310.10,300.00,302.90,302.20,310.00,94,1037,318650.00,
505537,ZEE ENTER   ,A ,Q,408.00,415.75,407.70,413.20,413.20,402.80,2978,144694,59581854.00,
505576,GOLDCORP    ,B ,Q,29.05,29.05,29.05,29.05,29.05,29.90,1,14,406.00,
505590,SVPGLOB     ,T ,Q,17.95,17.95,17.95,17.95,17.95,17.10,1,1,17.00,
505650,SKYL MILLAR ,B ,Q,3.40,3.65,3.40,3.65,3.65,3.53,5,1018,3590.00,
505665,ANTIF BEARNG,B ,Q,136.00,136.70,136.00,136.50,136.50,139.50,12,778,106125.00,XD
505681,BIMETAL BEAR,B ,Q,380.00,384.50,372.10,373.10,373.10,374.60,75,2582,972315.00,
505688,BHARAT GEARS,B ,Q,85.00,85.00,83.00,84.85,84.90,84.30,133,9797,826310.00,
505690,BRADY MORRIS,B ,Q,65.00,68.00,65.00,68.00,68.00,64.80,2,60,3930.00,
505700,ELECON ENG  ,B ,Q,89.05,96.40,89.00,95.15,95.15,88.80,6971,966789,90592698.00,
505710,GRAUER& WEIL,B ,Q,20.50,21.90,20.00,21.55,21.55,19.35,3572,2016027,42763909.00,
505711,GAJRA BEVEL ,T ,Q,4.63,4.63,4.63,4.63,4.63,4.41,18,5568,25779.00,
505712,GUJ.AUTO GE ,B ,Q,230.20,242.00,226.10,240.30,240.00,234.40,89,5118,1209438.00,
505714,GABRIEL(I)  ,B ,Q,89.85,90.55,88.50,89.55,89.55,89.50,1898,909433,81738532.00,
505720,HERC.HOISTS ,B ,Q,192.60,209.80,192.60,200.20,200.20,194.30,1264,51103,10383215.00,
505725,HIND.EVEREST,B ,Q,39.85,39.85,39.85,39.85,39.85,38.00,1,50,1992.00,
505726,IFB IND.LTD.,B ,Q,560.00,596.00,559.90,587.35,587.35,549.50,858,12763,7329301.00,
505729,SINGER INDIA,B ,Q,241.90,250.00,232.10,234.50,234.50,241.20,314,12043,2902020.00,
505737,INTER.COMBUS,B ,Q,274.10,282.50,270.20,278.00,272.00,274.30,153,4463,1231158.00,
505744,FED MOG GOE ,B ,Q,417.00,447.40,417.00,427.70,427.70,415.60,856,20429,8836437.00,
505750,JOSTS ENG.  ,B ,Q,961.50,1009.00,961.50,992.00,999.00,999.75,30,414,411671.00,
505790,FAG BEARINGS,B ,Q,4750.00,4800.00,4725.00,4782.60,4764.15,4689.00,75,247,1175934.00,
505800,RANE HOLDIN ,B ,Q,646.00,699.00,646.00,681.00,699.00,637.00,29,1388,908630.00,
505827,SNL BEARINGS,B ,Q,126.00,126.90,123.00,124.90,124.50,125.00,29,2627,327304.00,
505840,JAIPAN INDUS,T ,Q,14.75,15.00,13.80,15.00,15.00,14.30,24,11515,169158.00,
505854,TRF LTD.    ,B ,Q,423.00,434.00,412.00,415.60,415.60,418.30,817,22862,9634217.00,
505872,WPIL LTD.   ,B ,Q,579.00,579.00,567.00,569.00,570.00,570.50,29,1241,706871.00,
505890,KENNAMETAL  ,B ,Q,820.00,923.50,820.00,877.00,874.00,822.50,390,10366,9019104.00,
505893,HIND.HARDY  ,B ,Q,115.00,118.00,115.00,115.00,115.00,115.20,32,1914,224497.00,
505978,TRITON VALVE,B ,Q,1045.00,1155.00,1045.00,1142.50,1142.50,1043.25,555,7530,8385617.00,
505982,HINDUJA FOUN,B ,Q,33.10,35.00,33.10,34.80,34.90,34.10,34,1707,59326.00,
506003,SUDAL INDUS ,B ,Q,11.14,11.14,10.35,10.35,10.35,10.15,8,210,2181.00,
506016,JRIIIL      ,T ,Q,27.00,27.80,27.00,27.80,27.80,26.60,6,57005,1539139.00,
506022,PRAKASH IND.,B ,Q,29.35,30.50,29.30,29.50,29.50,28.95,944,169922,5081584.00,
506027,BHORUKA ALU.,B ,Q,0.68,0.68,0.68,0.68,0.68,0.66,5,4000,2720.00,
