SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531035,TOBU ENTER. ,P ,Q,5.69,5.69,5.69,5.69,5.69,5.98,3,400,2276.00,
531041,COMPETENT AU,B ,Q,230.00,239.60,217.00,224.30,224.30,223.80,333,14206,3253532.00,
531043,DHAN JEEVAN ,T ,Q,19.50,19.55,19.50,19.55,19.55,18.65,81,11300,220475.00,
531055,GFLFIN      ,T ,Q,1.95,1.95,1.95,1.95,1.95,2.05,1,21,40.00,
531080,SHRI KRISH  ,B ,Q,13.75,13.75,13.75,13.75,13.75,14.45,5,518,7122.00,
531082,ALANKIT     ,B ,Q,222.20,223.00,220.00,220.70,220.00,222.70,115,21233,4722999.00,
531083,NIHAR INFO  ,T ,Q,34.80,35.45,34.75,34.75,34.75,35.45,7,676,23634.00,
531088,TULIP STAR H,B ,Q,63.75,69.90,63.75,69.90,69.90,67.00,3,68,4640.00,
531092,OM MET INFRA,B ,Q,44.50,46.50,44.50,45.10,45.10,44.40,294,38081,1743445.00,
531099,RUBRA MEDICA,B ,Q,2.62,2.62,2.62,2.62,2.62,2.75,1,50,131.00,
531102,SURANA CORPO,B ,Q,3.90,4.10,3.90,4.00,4.00,4.00,10,77680,304091.00,
531109,ISHAN DYES  ,B ,Q,18.80,19.00,18.55,18.55,18.55,18.90,16,956,17948.00,
531111,GOTHI PLASCO,P ,Q,7.44,7.44,7.44,7.44,7.44,7.83,1,500,3720.00,
531115,SYNERGY     ,B ,Q,0.76,0.76,0.76,0.76,0.76,0.80,7,2651,2014.00,
531118,PACIFIC COTS,B ,Q,0.64,0.64,0.64,0.64,0.64,0.61,2,950,608.00,
531120,PATEL ENGG. ,B ,Q,82.70,82.90,80.50,81.35,80.95,81.95,598,40504,3325467.00,
531129,INANI MARBLE,B ,Q,225.00,225.00,210.10,218.00,218.00,224.50,19,684,148709.00,
531146,MEDICAMEN BI,B ,Q,20.20,21.45,20.00,20.20,20.50,20.15,37,16283,331671.00,
531147,ALICON      ,B ,Q,335.00,340.00,333.50,335.50,333.80,333.40,156,4339,1461583.00,
531153,DILIGENT    ,B ,Q,60.55,63.40,60.55,63.40,63.40,64.40,9,609,38314.00,
531156,ALFAVISON.OV,B ,Q,80.00,80.00,76.00,76.00,76.00,80.00,6,900,69400.00,
531157,ORGANIC COAT,B ,Q,10.31,10.31,9.41,9.45,9.45,9.82,3,1400,13394.00,
531158,CATVISION   ,B ,Q,9.05,9.05,9.05,9.05,9.05,8.62,5,6271,56752.00,
531160,SAUMYACAP   ,B ,Q,3.07,3.07,3.07,3.07,3.07,3.23,1,200,614.00,
531161,ABM KNOWLEDG,B ,Q,225.00,228.00,219.10,222.40,222.40,225.50,67,4042,904898.00,
531162,EMAMI LTD.  ,A ,Q,1335.00,1367.90,1313.05,1322.90,1322.90,1327.60,4610,67825,91303346.00,
531169,SKP SECURE. ,B ,Q,25.05,25.05,24.40,24.80,25.00,23.90,4,32,794.00,
531172,PRANAV.SPIN ,B ,Q,51.30,51.30,48.20,51.30,51.30,46.65,129,25736,1318672.00,
531173,SYSCHEM (I) ,B ,Q,7.60,7.75,7.56,7.75,7.75,7.76,15,4894,37332.00,
531175,BLS INFOTE  ,B ,Q,0.20,0.20,0.20,0.20,0.20,0.19,4,23582,4716.00,
531176,MEFCOM CAPIT,B ,Q,6.56,6.56,6.50,6.50,6.50,6.25,5,405,2651.00,
531178,HEMANG      ,B ,Q,11.99,12.00,11.06,11.97,11.97,11.43,11,3001,35926.00,
531179,ARMAN FIN   ,B ,Q,196.00,234.70,192.00,226.10,224.50,195.60,393,11156,2473362.00,
531196,GAGAN POLYCO,B ,Q,3.37,3.37,3.36,3.37,3.37,3.31,13,26588,89573.00,
531198,DHANADACOL  ,T ,Q,6.74,6.74,6.74,6.74,6.74,6.42,5,660,4448.00,
531201,SHILCHAR TEC,B ,Q,164.90,165.00,154.00,161.00,161.00,163.00,26,1025,160752.00,
531203,BRAND REAL  ,B ,Q,49.05,49.05,49.05,49.05,49.05,51.60,1,200,9810.00,
531206,KWALITY CRED,B ,Q,17.70,17.70,17.35,17.35,17.35,17.70,2,10,175.00,
531209,NUCLE.SOFT E,B ,Q,289.90,291.60,283.60,286.30,283.70,288.10,2201,66012,19029165.00,
531210,COLINZ LABOR,T ,Q,8.67,8.67,8.67,8.67,8.67,8.50,1,1,8.00,
531213,MANAP FIN   ,A ,Q,26.20,27.35,26.10,26.95,26.95,26.80,699,115573,3109532.00,
531215,RTS POWER CO,B ,Q,30.70,33.50,30.60,31.70,31.75,30.60,53,8392,266009.00,
531216,COMFORT INTE,B ,Q,1.05,1.05,0.96,0.98,0.99,0.98,16,519214,543927.00,
531217,WEST.(I)SHIP,B ,Q,2.95,2.95,2.71,2.80,2.80,2.82,201,205160,580842.00,
531223,ANJANI SYNT.,B ,Q,21.50,21.50,19.60,20.65,20.05,20.95,50,9201,187864.00,
531225,FRONTIER    ,T ,Q,0.38,0.38,0.38,0.38,0.38,0.37,1,100,38.00,
531228,RANDER CORP.,B ,Q,1.22,1.25,1.22,1.25,1.25,1.22,2,2328,2885.00,
531233,RASI ELECTRO,B ,Q,22.50,22.90,21.50,22.30,22.30,22.10,249,381568,8556823.00,
531236,MEWAR POLYTX,T ,Q,32.75,32.75,31.00,31.00,31.00,31.20,16,3907,121694.00,
531241,LINC PEN &PL,B ,Q,180.00,194.00,176.10,187.00,187.00,176.40,949,57721,10973223.00,
531247,ALPHA HI-TEC,T ,Q,0.94,0.94,0.94,0.94,0.94,0.90,1,500,470.00,
531250,RNBIND      ,T ,Q,10.34,10.34,9.80,10.15,10.15,9.90,6,1300,13206.00,
531252,FARRY IND.  ,B ,Q,2.95,2.95,2.95,2.95,2.95,2.85,1,24,70.00,
531253,INDIA GELAT.,B ,Q,94.25,96.80,94.25,94.60,94.70,94.45,93,6391,609934.00,
531254,TRANSPEK FIN,B ,Q,12.75,12.75,12.75,12.75,12.75,12.75,2,500,6375.00,
531266,VST TILLERS ,B ,Q,1598.00,1598.00,1550.00,1559.75,1550.00,1569.00,90,875,1380478.00,
531270,DAZZEL CONFI,B ,Q,0.18,0.18,0.18,0.18,0.18,0.17,1,25,4.00,
531272,NIKKI GLOBAL,B ,Q,33.10,35.80,32.00,35.80,35.80,34.50,9,1230,42209.00,
531273,RADHE DEVLOP,B ,Q,16.15,18.50,16.15,16.55,16.55,16.20,40,4399,75098.00,
531276,BOM.SWA.STOR,T ,Q,136.20,139.00,136.20,139.00,139.00,138.60,6,260,36026.00,
531278,AXIS CAPITAL,B ,Q,56.50,57.60,55.95,57.05,56.50,55.65,25,1838,104348.00,
531287,NAT PLASTIC ,B ,Q,21.50,23.00,21.10,22.05,22.05,21.80,12,3800,83495.00,
531289,NATFIT      ,T ,Q,86.00,86.00,81.10,84.05,84.05,83.35,56,6046,516364.00,XD
531300,AMIT INTNL. ,T ,Q,10.60,10.60,9.60,9.85,10.19,10.10,40,6645,65780.00,
531301,HIGH STREET ,T ,Q,46.40,46.40,46.40,46.40,46.40,48.80,1,10,464.00,
531304,NUTECH GLOBA,B ,Q,11.40,11.40,11.40,11.40,11.40,12.00,1,800,9120.00,
531306,DHP INDIA LT,B ,Q,147.00,154.80,141.20,145.60,141.20,148.50,119,13502,2001153.00,
531307,SRK INDUS   ,B ,Q,50.00,50.50,48.95,49.25,49.25,49.90,140,221749,10927439.00,
531324,ROSELABS FIN,B ,Q,36.90,36.90,32.55,32.60,32.60,33.70,4,201,6552.00,
531335,ZYDUS WELL  ,B ,Q,910.00,910.65,900.00,902.45,902.45,903.90,216,2684,2427388.00,
531337,IRISMEDIA   ,T ,Q,6.75,7.22,6.55,6.78,7.22,6.88,60,502317,3396386.00,
531339,JAIHIND PROJ,B ,Q,20.00,20.95,19.50,20.05,20.40,19.60,39,6501,132537.00,
531344,CONTAIN.CORP,A ,Q,1656.90,1668.70,1619.00,1629.15,1629.15,1666.10,2026,15408,25146662.00,
531346,EASTERN TRED,B ,Q,69.00,72.90,69.00,72.80,72.80,69.45,29,1636,118265.00,
531349,PANACEA BIOT,B ,Q,171.00,177.50,170.00,170.20,171.50,170.10,386,17346,2985037.00,
531358,CHOICE INT. ,B ,Q,36.20,37.20,35.00,36.75,36.75,35.95,84,18004,655152.00,
531359,SHRIRAM ASSE,B ,Q,23.80,23.80,23.80,23.80,23.80,24.55,1,1,23.00,
531363,KARUR KCP PK,B ,Q,61.35,66.65,61.35,65.35,65.00,63.90,19,2173,139022.00,
531364,AQUAPIV     ,B ,Q,14.00,15.45,13.05,15.35,15.45,14.40,101,21279,314499.00,
531365,NAISARGIK AG,B ,Q,2.90,2.90,2.75,2.89,2.89,2.87,22,18887,53162.00,
531366,KOHINOOR BRO,B ,Q,0.29,0.30,0.29,0.29,0.29,0.30,7,54000,15790.00,
531367,DOLLEX IND. ,B ,Q,1.75,1.83,1.75,1.83,1.83,1.94,6,2650,4766.00,
531373,BYKE HOSP   ,B ,Q,173.50,177.20,173.30,175.20,175.20,172.60,2189,150398,26332220.00,
531381,ARIHANT FOUN,B ,Q,41.50,41.65,41.50,41.65,41.65,41.60,3,99,4117.00,
531382,JAYAVANT PRO,T ,Q,34.30,34.30,34.30,34.30,34.30,36.10,1,1,34.00,
531387,HASTI FINANC,B ,Q,10.95,10.95,10.95,10.95,10.95,11.51,1,199,2179.00,
531390,UPSURGE INV.,B ,Q,24.55,24.55,22.60,24.55,24.55,23.40,4,66,1549.00,
531400,ALMONDZ GLO ,B ,Q,9.90,9.90,9.17,9.19,9.20,9.74,28,11903,111242.00,
531404,ZICOM ELECTR,B ,Q,176.90,179.00,173.00,174.00,174.00,176.90,250,11456,2017081.00,
531410,GUJ.FOILS   ,B ,Q,58.00,65.95,58.00,63.05,63.05,56.70,1647,294912,18427337.00,
531411,TUNI TEXTILE,B ,Q,0.55,0.58,0.55,0.58,0.58,0.57,26,140138,80052.00,
531412,RADIX IND   ,B ,Q,201.50,201.50,201.50,201.50,201.50,200.30,1,5,1007.00,
531416,NARENDRA PRO,B ,Q,8.82,8.82,8.82,8.82,8.82,8.40,2,220,1940.00,
531417,MEGA CORPN. ,T ,Q,0.36,0.36,0.36,0.36,0.36,0.35,1,1000,360.00,
531426,TAMIL.NEWSPR,B ,Q,208.70,216.00,206.70,208.30,208.30,207.50,4380,247355,52376402.00,
531429,ADVENT COMP.,B ,Q,5.46,5.46,5.46,5.46,5.46,5.20,1,2,10.00,
531431,SHAKTI PUMPS,B ,Q,183.50,185.90,177.00,177.90,177.90,183.90,533,53531,9683444.00,
531436,SAFFRON IND ,T ,Q,4.43,4.43,4.43,4.43,4.43,4.22,1,100,443.00,
531437,PRAKASH WOOL,B ,Q,24.00,24.00,21.00,23.90,23.90,22.80,14,10698,242321.00,
531439,GOLDSTONE EN,B ,Q,6.49,6.49,6.49,6.49,6.49,5.90,10,3200,20768.00,
531449,GRM OVERSEAS,B ,Q,65.45,65.45,65.45,65.45,65.45,62.35,13,1720,112574.00,
531452,NCC FINANCE ,B ,Q,0.71,0.71,0.71,0.71,0.71,0.68,1,99,70.00,
531453,MOHIT INDUS.,B ,Q,56.00,60.65,56.00,57.95,57.95,55.90,151,32945,1920905.00,
531454,POLYLINK POL,T ,Q,5.38,5.38,5.32,5.32,5.32,5.60,5,1593,8556.00,
531456,MINAXI TEXT.,B ,Q,2.00,2.00,1.84,1.92,1.95,1.93,15,14700,28999.00,
531458,BOSTON BIO  ,B ,Q,11.77,11.77,10.68,11.01,11.01,11.24,100,45726,500564.00,
531465,NOUVEAU     ,B ,Q,25.50,25.50,23.50,23.50,23.50,24.70,2,4,98.00,
531467,ARNAVCORP   ,B ,Q,1.76,1.76,1.73,1.76,1.76,1.73,25,54022,94672.00,
531471,DUKE OFFSHOR,B ,Q,56.80,56.80,56.80,56.80,56.80,59.75,26,4555,258724.00,
531472,CYBELE IND  ,T ,Q,9.85,9.85,9.82,9.82,9.82,10.33,4,63,620.00,
531486,FILMCITY MED,T ,Q,0.57,0.57,0.57,0.57,0.57,0.58,1,1001,570.00,
531489,CG-VAK SOFTW,B ,Q,32.50,33.00,31.00,31.10,31.10,32.90,22,1775,56544.00,
531494,NAVKAR BUILD,B ,Q,12.70,12.70,12.70,12.70,12.70,12.70,1,500,6350.00,
531496,OMKAR OVERSE,B ,Q,0.98,1.07,0.98,1.07,1.07,1.02,5,1928,1942.00,
531497,MADHUCON PRJ,B ,Q,80.20,84.25,76.55,81.25,81.25,78.55,2435,278039,22305263.00,
531499,SYBLY INDS. ,B ,Q,2.28,2.28,2.08,2.28,2.28,2.18,29,59739,132333.00,
531500,RAJESH EXPO.,A ,Q,559.00,565.25,537.25,544.15,544.15,558.00,8374,343046,189304254.00,
531502,ESAAR (I)LTD,B ,Q,1.17,1.30,1.12,1.17,1.17,1.24,141,325851,387510.00,
531508,EVEREADY (I),B ,Q,341.00,357.60,341.00,350.50,350.50,345.70,1885,119164,42101644.00,XD
531515,MAHAN IND.  ,B ,Q,0.66,0.66,0.60,0.60,0.60,0.63,6,10195,6723.00,
531518,VIKAS GRAN  ,B ,Q,9.00,9.65,8.75,8.85,8.75,9.10,48,30077,275514.00,
531519,ANKUSH FINST,B ,Q,8.14,8.14,7.25,7.25,7.25,6.85,83,27011,195830.00,
531522,RASOYA PROTE,B ,Q,0.24,0.25,0.23,0.25,0.25,0.24,273,4295197,1044519.00,
531524,I.C.S.A. IND,B ,Q,2.95,3.39,2.95,3.11,3.25,3.08,86,46799,145740.00,
531525,ACE SOFTWARE,B ,Q,11.63,11.64,11.63,11.64,11.64,11.09,4,851,9903.00,
531531,HATSUN AGRO ,B ,Q,417.30,435.00,417.30,428.55,428.55,429.75,62,958,411474.00,
531540,MARUTI INFRA,B ,Q,17.00,17.10,15.05,16.50,16.50,16.90,50,9233,153565.00,
531541,AVON ORGANIC,B ,Q,41.10,42.40,40.85,41.30,41.00,41.80,349,167514,7012520.00,
531543,JINDAL WORLD,B ,Q,115.00,128.70,115.00,125.25,125.25,110.00,82,1430,180042.00,
531544,VERTEX SPG  ,T ,Q,3.37,3.37,3.37,3.37,3.37,3.43,17,10379,34977.00,
531547,TIRUPATI IND,B ,Q,36.05,36.80,33.65,34.70,34.70,36.50,48,12168,427663.00,
531548,SOMANY CRAM ,B ,Q,367.00,372.50,361.20,365.90,366.00,370.90,141,2817,1031417.00,
531556,CORAL (I)FIN,T ,Q,76.00,80.10,73.65,78.00,80.00,76.30,62,10369,828127.00,
531569,SANJIVANI PA,B ,Q,22.00,22.00,20.00,21.75,21.75,20.25,45,9750,207235.00,
531574,VAS INFRA   ,B ,Q,19.30,19.95,19.15,19.35,19.35,19.50,36,13846,269051.00,
531578,KMF BUILDERS,B ,Q,5.38,5.38,5.38,5.38,5.38,5.66,3,80,430.00,
531582,BERYL SECUR.,T ,Q,10.34,10.34,10.29,10.29,10.29,10.14,7,692,7138.00,
531585,DEVINE IMPE ,T ,Q,12.55,12.55,11.37,11.99,11.37,11.96,19,5101,60157.00,
531590,BILPOWER LTD,B ,Q,1.26,1.26,1.26,1.26,1.26,1.20,6,22100,27846.00,
531591,BAMPSL SECUR,B ,Q,0.34,0.39,0.34,0.36,0.36,0.38,11,30006,10922.00,
531594,INCON ENGG. ,B ,Q,3.76,3.76,3.76,3.76,3.76,3.59,1,50,188.00,
531595,CGCL        ,B ,Q,146.60,146.60,143.20,143.60,143.60,146.40,21,358,51627.00,
531598,NIMBUS FOOD ,B ,Q,0.80,0.92,0.80,0.92,0.92,0.84,15,5941,5424.00,
531599,FDC LIMITED ,B ,Q,184.90,186.65,172.50,174.80,174.80,182.40,1566,79127,14204235.00,
531602,KOFF BR PICT,B ,Q,0.13,0.13,0.13,0.13,0.13,0.13,2,8769,1139.00,
531608,GORANI INDUS,T ,Q,8.00,8.00,8.00,8.00,8.00,8.00,1,1500,12000.00,
531609,KG PETROCHEM,T ,Q,22.80,23.10,22.80,23.10,23.10,23.95,2,327,7550.00,
531611,AADHAARVEN  ,B ,Q,0.13,0.14,0.13,0.14,0.14,0.13,81,1154059,161239.00,
531612,KGN IND LTD ,T ,Q,2.43,2.43,2.43,2.43,2.43,2.47,14,16200,39366.00,
531613,GIVO LTD.   ,T ,Q,2.88,2.88,2.83,2.88,2.88,2.75,35,61700,177671.00,
531615,ERABUILD    ,B ,Q,7.28,7.28,7.28,7.28,7.28,7.28,2,400,2912.00,
531616,STARCOM     ,T ,Q,124.00,124.00,124.00,124.00,124.00,121.60,3,800,99200.00,
531624,COUNTRY COND,B ,Q,3.90,3.90,3.90,3.90,3.90,4.10,9,4111,16032.00,
531626,OROSMITHS   ,B ,Q,16.20,16.20,16.00,16.00,16.00,15.80,4,402,6457.00,
531633,LINCOLN PHAR,B ,Q,125.00,126.90,114.60,119.50,119.50,119.50,4991,900162,108287546.00,
531638,SURAJ LTD   ,B ,Q,48.10,50.75,46.00,46.70,46.20,47.40,26,1015,48084.00,
531642,MARICOLTD   ,A ,Q,450.10,457.00,435.50,440.20,440.20,442.20,7482,220054,98393466.00,
531645,SOUTHERN ISP,B ,Q,0.10,0.10,0.09,0.09,0.09,0.09,74,6766248,610331.00,
531650,VAX HSG.FIN.,T ,Q,8.49,8.49,8.49,8.49,8.49,8.93,1,100,849.00,
531652,THIRDWAVE FI,T ,Q,8.52,8.52,8.52,8.52,8.52,8.95,1,100,852.00,
531659,TSL INDS    ,T ,Q,1.62,1.62,1.62,1.62,1.62,1.55,2,100,162.00,
531661,HITTCO TOOLS,B ,Q,5.39,5.39,5.39,5.39,5.39,5.14,1,5,26.00,
531663,YUVRAAJHPL  ,B ,Q,2.88,2.98,2.88,2.96,2.90,2.84,34,53205,156145.00,
531671,BISIL PLAST ,B ,Q,0.20,0.21,0.20,0.21,0.21,0.20,7,5564,1167.00,
531675,TRICOM INDIA,B ,Q,1.79,1.89,1.72,1.74,1.74,1.80,8,11320,20199.00,
531680,MAYUR LEATHR,T ,Q,30.00,30.05,29.15,29.80,29.15,28.65,30,8273,247422.00,
531682,CAT TECHN.  ,B ,Q,0.70,0.70,0.70,0.70,0.70,0.73,10,23340,16338.00,
531686,ADVIK LABORS,B ,Q,6.41,6.65,6.41,6.65,6.65,6.34,14,4970,32906.00,
531687,KARUTURI GLO,B ,Q,5.10,5.23,4.61,4.87,4.87,4.99,2642,2814874,13913736.00,
531688,PRITHVI SOF ,B ,Q,27.50,28.00,27.50,28.00,28.00,27.10,10,1104,30844.00,
531693,YANTRA      ,B ,Q,0.21,0.21,0.20,0.21,0.21,0.20,922,20385458,4259072.00,
531694,RAINBOW FOUN,B ,Q,18.00,18.00,18.00,18.00,18.00,18.00,4,4,72.00,
531695,JAGPRO      ,B ,Q,0.33,0.33,0.33,0.33,0.33,0.32,28,464187,153181.00,
531699,SUPER DOMEST,B ,Q,38.15,38.15,38.15,38.15,38.15,38.90,1,1,38.00,
531703,TRIBHUVAN HS,B ,Q,0.11,0.11,0.11,0.11,0.11,0.10,2,110000,12100.00,
531712,TRILOGIC    ,B ,Q,17.95,20.85,17.95,20.85,20.85,17.40,262,109211,2231954.00,
531716,TRICOMFRU   ,B ,Q,3.33,3.33,3.33,3.33,3.33,3.50,5,1414,4708.00,
531717,VIDHI DYESTU,B ,Q,47.75,47.75,46.25,47.75,47.75,45.50,254,823813,39002522.00,
531719,BHAGIRA.CHEM,B ,Q,119.00,123.00,117.10,122.20,120.50,118.60,50,8132,988869.00,
531723,STAMPEDE CAP,B ,Q,739.75,750.25,732.00,740.00,740.00,733.75,817,57804,42850954.00,
531726,PANCHSHEEL O,B ,Q,46.00,47.75,44.20,47.75,47.75,45.55,15,948,44201.00,
531727,MENON PISTON,T ,Q,193.90,193.90,186.00,190.00,190.00,185.90,42,5603,1063100.00,
531731,AARYAGLOBL  ,B ,Q,17.75,17.75,13.70,13.70,13.70,17.10,4436,1661236,26255277.00,
531737,GREENCREST  ,T ,Q,65.50,65.60,65.50,65.60,65.60,65.65,20,4500,294950.00,
531739,GENNEX LAB  ,B ,Q,2.70,2.70,2.59,2.68,2.70,2.69,92,126900,340405.00,
531744,GINI SILK MI,B ,Q,90.70,99.00,90.70,92.10,93.00,95.40,172,149919,13732379.00,
531746,PRAJAY ENGS.,B ,Q,7.60,7.75,7.30,7.41,7.30,7.21,97,23345,175430.00,
531752,SUN TECHNO  ,B ,Q,0.22,0.22,0.21,0.21,0.21,0.22,7,11000,2315.00,
531758,G.K.CONSULT.,B ,Q,40.00,42.00,40.00,41.10,42.00,40.90,161,3103,127572.00,
531761,AMULYA LEAS.,B ,Q,141.00,142.00,139.90,141.20,141.20,139.80,240,151849,21322927.00,
531762,UNJHA FORMUL,B ,Q,6.79,6.79,6.79,6.79,6.79,6.47,9,5171,35111.00,
531768,POLY MEDICUR,B ,Q,440.00,449.00,436.00,447.70,449.00,436.30,500,8353,3703182.00,
531769,PFL INFOTECH,B ,Q,37.80,37.80,37.80,37.80,37.80,38.55,8,168,6350.00,
531778,KACHCHHMIN  ,B ,Q,2.01,2.02,2.01,2.02,2.02,2.10,5,2141,4315.00,
531780,KACL        ,B ,Q,1.96,2.04,1.94,2.04,2.04,2.04,4,6175,12180.00,
531784,KCLINFRA    ,B ,Q,3.47,3.47,3.31,3.35,3.35,3.31,17,34756,116574.00,
531791,NOVAGOL PETR,T ,Q,1.76,1.76,1.68,1.68,1.68,1.68,4,265,449.00,
531795,ATUL AUTO   ,B ,Q,460.80,463.50,452.30,453.20,453.20,457.20,793,17197,7882015.00,
531802,PRERNA INFR ,B ,Q,21.00,21.00,18.75,19.50,19.50,18.70,16,2797,53590.00,
531812,SGN TELECOMS,T ,Q,0.12,0.13,0.12,0.13,0.13,0.12,10,33324,4307.00,
531814,TIRUPATI SAR,B ,Q,22.00,22.50,20.70,20.75,20.70,22.25,75,25688,548812.00,
531816,PANORAM UNI ,B ,Q,13.71,14.25,13.71,14.19,14.20,13.94,115,100297,1422027.00,
531822,RODIUM      ,B ,Q,164.50,164.90,164.50,164.90,164.90,164.30,46,5013,825529.00,
531823,ARVIND REM. ,B ,Q,16.90,18.15,16.55,18.15,18.15,16.50,1003,323890,5729728.00,
531830,TODAYS      ,B ,Q,3.79,3.79,3.79,3.79,3.79,3.61,3,2100,7959.00,
531840,IEC EDU     ,B ,Q,5.10,5.30,5.10,5.10,5.10,5.20,6,1684,8593.00,
531841,INDUSFIN    ,B ,Q,16.40,16.40,16.40,16.40,16.40,16.70,2,125,2050.00,
531842,LAHOTI OVER.,B ,Q,12.20,12.50,11.90,12.20,12.25,12.13,50,24683,303245.00,
531845,ZENITH BIRLA,B ,Q,0.72,0.85,0.72,0.85,0.85,0.75,27,19827,16214.00,
531847,ASIAN STAR  ,B ,Q,845.00,845.00,845.00,845.00,845.00,805.00,1,1,845.00,
531855,PRABHAV IND ,T ,Q,1.40,1.40,1.35,1.39,1.39,1.35,6,1911,2637.00,
531859,ORIENTAL VEN,T ,Q,620.00,622.00,620.00,620.00,620.00,612.75,20,820,508777.00,
531861,JOINDRE CAPI,B ,Q,11.98,11.98,11.53,11.72,11.70,11.42,20,1508,17567.00,
531862,BHARATAGRI  ,B ,Q,129.00,131.00,123.20,129.00,128.50,126.20,72,4615,586602.00,
531863,SIGRUN HOLD ,T ,Q,0.20,0.20,0.19,0.19,0.19,0.19,7,21701,4139.00,
531866,AAGAMCAP    ,B ,Q,40.55,46.50,40.55,46.50,46.50,46.90,17,2674,115696.00,
531867,UNITECH INTE,B ,Q,8.07,8.07,7.21,7.21,7.21,8.01,463,384775,2875423.00,
531869,SACHETA MET.,B ,Q,19.00,22.90,18.50,18.95,18.50,19.15,100,15359,294576.00,
531878,ANJANI FINL ,B ,Q,3.05,3.05,3.00,3.00,3.00,3.10,2,1420,4310.00,
531879,PIONEER DIS.,B ,Q,85.10,89.20,85.00,86.00,86.00,87.60,13,1202,102736.00,
531881,GMETCOAL    ,B ,Q,26.00,26.25,26.00,26.25,26.25,25.10,16,2066,54107.00,
531882,KWALITYLTD  ,B ,Q,81.65,89.20,80.10,86.00,86.00,81.75,5582,608942,52456672.00,
531886,SCOPE IND   ,T ,Q,2.50,2.74,2.48,2.74,2.74,2.61,6,5300,13246.00,
531888,REXNORD ELE.,B ,Q,49.25,53.00,49.25,51.35,51.00,48.55,89,27466,1426772.00,
531893,SAWACA BUSI ,B ,Q,101.50,101.60,101.00,101.60,101.60,102.50,22,8000,810850.00,
531898,SANGUINE MD ,B ,Q,0.10,0.10,0.10,0.10,0.10,0.11,14,1515500,151550.00,
531900,CCL INTER   ,B ,Q,80.15,80.20,76.40,77.30,76.65,80.15,27,67576,5343478.00,
531901,STERWEB     ,B ,Q,0.51,0.51,0.51,0.51,0.51,0.53,1,20,10.00,
531904,GLOBUS CORP ,T ,Q,0.25,0.25,0.25,0.25,0.25,0.24,4,15000,3750.00,
531909,SWAGRUHA    ,T ,Q,16.10,16.10,15.40,15.40,15.40,16.20,9,7975,124915.00,
531917,TWINSTAR SOF,T ,Q,1.32,1.38,1.32,1.38,1.38,1.32,20,10748,14739.00,
531921,AGAR IND COR,B ,Q,99.05,103.00,99.05,100.50,100.00,98.40,52,4641,472198.00,
531923,DHAMPURE SGR,B ,Q,12.31,12.90,12.15,12.90,12.90,12.77,15,3460,42406.00,
531929,INNOCORP L  ,B ,Q,2.00,2.00,2.00,2.00,2.00,1.99,1,1000,2000.00,
531934,SUPREME TEX ,B ,Q,9.20,9.27,8.50,8.79,8.50,8.83,67,36961,341321.00,
531936,BLUE CHIP(I),B ,Q,0.29,0.29,0.29,0.29,0.29,0.28,1,900,261.00,
531937,BECKONSIND  ,B ,Q,0.34,0.34,0.33,0.33,0.33,0.34,10,9200,3116.00,
531944,SERVOTECH EN,T ,Q,5.09,5.25,5.09,5.15,5.15,5.35,9,5030,26044.00,
531945,SUNITEE CHEM,T ,Q,0.16,0.17,0.16,0.17,0.17,0.17,5,3700,597.00,
531950,VERTEX SEC. ,B ,Q,1.90,2.10,1.90,2.10,2.10,1.94,11,13505,27310.00,
531952,RIBA TEXTILS,B ,Q,18.50,18.50,17.90,17.90,17.90,18.40,15,3678,67390.00,
531959,NEWINFRA    ,B ,Q,24.35,24.35,24.35,24.35,24.35,23.20,54,875450,21317207.00,
531962,SHREMETAL   ,T ,Q,19.50,19.50,17.95,18.30,19.50,18.85,7,111,2032.00,
531963,UNIVERSAL CR,T ,Q,143.50,143.50,143.50,143.50,143.50,151.00,20,7754,1112699.00,
531972,TRIDENTTOOL ,T ,Q,28.05,28.05,28.05,28.05,28.05,29.50,1,5,140.00,
531977,CHARTERLOGIS,B ,Q,13.90,15.85,13.50,15.84,15.85,13.21,196,175352,2750406.00,
531978,AMBIKA COTTO,B ,Q,1062.25,1080.00,1047.00,1055.25,1055.25,1057.50,332,3307,3506981.00,
531979,HIND ALUMIN ,B ,Q,70.00,78.50,70.00,75.10,75.00,68.85,249,21450,1619401.00,
531996,ODYSSEY CORP,B ,Q,2.89,2.90,2.66,2.66,2.66,2.80,30,14545,39690.00,
532001,INDUCTO STL.,B ,Q,28.00,28.90,28.00,28.90,28.90,28.50,21,2319,64945.00,
532015,GRAVITY (I) ,T ,Q,1.83,1.99,1.82,1.85,1.82,1.90,11,3160,5833.00,
532022,FILAT FASH  ,B ,Q,14.00,14.39,13.45,13.69,13.69,14.15,56,49600,681475.00,
532025,SOWBH MEDIA ,B ,Q,5.30,5.30,5.30,5.30,5.30,5.30,2,350,1855.00,
532033,JAIN STUDIOS,T ,Q,4.95,5.43,4.93,4.96,4.96,5.18,14,2001,10618.00,
532034,SAFALHBS    ,T ,Q,34.00,34.00,31.50,32.60,33.60,33.15,11,16402,553966.00,
